contamination,threshold,precision,recall,f1,predicted_positives
0.268,0.1431879350807591,0.05555555555555555,0.21428571428571427,0.08823529411764706,54
0.269,0.14378720687102306,0.05555555555555555,0.21428571428571427,0.08823529411764706,54
0.27,0.14438647866128698,0.05555555555555555,0.21428571428571427,0.08823529411764706,54
0.271,0.1449857504515509,0.05555555555555555,0.21428571428571427,0.08823529411764706,54
0.272,0.14532487452933504,0.05454545454545454,0.21428571428571427,0.08695652173913043,55
0.273,0.14551969792285308,0.05454545454545454,0.21428571428571427,0.08695652173913043,55
0.274,0.14571452131637108,0.05454545454545454,0.21428571428571427,0.08695652173913043,55
0.275,0.14590934470988912,0.05454545454545454,0.21428571428571427,0.08695652173913043,55
0.276,0.14610416810340715,0.05454545454545454,0.21428571428571427,0.08695652173913043,55
0.277,0.14642684444656473,0.05357142857142857,0.21428571428571427,0.08571428571428572,56
0.278,0.1468285193602313,0.05357142857142857,0.21428571428571427,0.08571428571428572,56
0.279,0.14723019427389789,0.05357142857142857,0.21428571428571427,0.08571428571428572,56
0.28,0.14763186918756446,0.05357142857142857,0.21428571428571427,0.08571428571428572,56
0.281,0.14803354410123104,0.05357142857142857,0.21428571428571427,0.08571428571428572,56
0.28200000000000003,0.14824813308595922,0.05263157894736842,0.21428571428571427,0.08450704225352113,57
0.28300000000000003,0.14833429867878903,0.05263157894736842,0.21428571428571427,0.08450704225352113,57
0.28400000000000003,0.1484204642716188,0.05263157894736842,0.21428571428571427,0.08450704225352113,57
0.28500000000000003,0.14850662986444862,0.05263157894736842,0.21428571428571427,0.08450704225352113,57
0.28600000000000003,0.1485927954572784,0.05263157894736842,0.21428571428571427,0.08450704225352113,57
0.28700000000000003,0.14867728083799536,0.05172413793103448,0.21428571428571427,0.08333333333333333,58
0.28800000000000003,0.1487604874732105,0.05172413793103448,0.21428571428571427,0.08333333333333333,58
0.28900000000000003,0.14884369410842563,0.05172413793103448,0.21428571428571427,0.08333333333333333,58
0.29,0.14892690074364073,0.05172413793103448,0.21428571428571427,0.08333333333333333,58
0.291,0.14901010737885587,0.05172413793103448,0.21428571428571427,0.08333333333333333,58
0.292,0.14915429147594245,0.05084745762711865,0.21428571428571427,0.0821917808219178,59
0.293,0.149349854730717,0.05084745762711865,0.21428571428571427,0.0821917808219178,59
0.294,0.14954541798549154,0.05084745762711865,0.21428571428571427,0.0821917808219178,59
0.295,0.14974098124026608,0.05084745762711865,0.21428571428571427,0.0821917808219178,59
0.296,0.14993654449504062,0.05084745762711865,0.21428571428571427,0.0821917808219178,59
0.297,0.1500916556728743,0.05,0.21428571428571427,0.08108108108108109,60
0.298,0.15020906394404465,0.05,0.21428571428571427,0.08108108108108109,60
0.299,0.15032647221521497,0.05,0.21428571428571427,0.08108108108108109,60
0.3,0.1504438804863853,0.05,0.21428571428571427,0.08108108108108109,60
0.301,0.15056128875755564,0.05,0.21428571428571427,0.08108108108108109,60
0.302,0.15069419020497724,0.04918032786885246,0.21428571428571427,0.08,61
0.303,0.1508430591095558,0.04918032786885246,0.21428571428571427,0.08,61
0.304,0.15099192801413436,0.04918032786885246,0.21428571428571427,0.08,61
0.305,0.15114079691871293,0.04918032786885246,0.21428571428571427,0.08,61
0.306,0.15128966582329148,0.04918032786885246,0.21428571428571427,0.08,61
0.307,0.15147080195843635,0.04838709677419355,0.21428571428571427,0.07894736842105263,62
0.308,0.1516887157972374,0.04838709677419355,0.21428571428571427,0.07894736842105263,62
0.309,0.15190662963603843,0.04838709677419355,0.21428571428571427,0.07894736842105263,62
0.31,0.15212454347483947,0.04838709677419355,0.21428571428571427,0.07894736842105263,62
0.311,0.15234245731364052,0.04838709677419355,0.21428571428571427,0.07894736842105263,62
0.312,0.15251564324205252,0.06349206349206349,0.2857142857142857,0.1038961038961039,63
0.313,0.15263241101076924,0.06349206349206349,0.2857142857142857,0.1038961038961039,63
0.314,0.152749178779486,0.06349206349206349,0.2857142857142857,0.1038961038961039,63
0.315,0.15286594654820274,0.06349206349206349,0.2857142857142857,0.1038961038961039,63
0.316,0.15298271431691945,0.06349206349206349,0.2857142857142857,0.1038961038961039,63
0.317,0.15312356210306297,0.0625,0.2857142857142857,0.10256410256410256,64
0.318,0.1532980638894656,0.0625,0.2857142857142857,0.10256410256410256,64
0.319,0.15347256567586823,0.0625,0.2857142857142857,0.10256410256410256,64
0.32,0.15364706746227086,0.0625,0.2857142857142857,0.10256410256410256,64
0.321,0.15382156924867352,0.0625,0.2857142857142857,0.10256410256410256,64
0.322,0.15395109780144103,0.06153846153846154,0.2857142857142857,0.10126582278481013,65
0.323,0.15401086018408236,0.06153846153846154,0.2857142857142857,0.10126582278481013,65
0.324,0.15407062256672363,0.06153846153846154,0.2857142857142857,0.10126582278481013,65
0.325,0.15413038494936493,0.06153846153846154,0.2857142857142857,0.10126582278481013,65
0.326,0.15419014733200626,0.06153846153846154,0.2857142857142857,0.10126582278481013,65
0.327,0.15424544292586748,0.06060606060606061,0.2857142857142857,0.1,66
0.328,0.15429302871991657,0.06060606060606061,0.2857142857142857,0.1,66
0.329,0.15434061451396566,0.06060606060606061,0.2857142857142857,0.1,66
0.33,0.15438820030801476,0.06060606060606061,0.2857142857142857,0.1,66
0.331,0.15443578610206385,0.06060606060606061,0.2857142857142857,0.1,66
0.332,0.15450366568468638,0.05970149253731343,0.2857142857142857,0.09876543209876543,67
0.333,0.15461064065411947,0.05970149253731343,0.2857142857142857,0.09876543209876543,67
0.334,0.15471761562355257,0.05970149253731343,0.2857142857142857,0.09876543209876543,67
0.335,0.15482459059298567,0.05970149253731343,0.2857142857142857,0.09876543209876543,67
0.336,0.15493156556241877,0.05970149253731343,0.2857142857142857,0.09876543209876543,67
0.337,0.1550229326154614,0.07352941176470588,0.35714285714285715,0.12195121951219512,68
0.338,0.155080606388677,0.07352941176470588,0.35714285714285715,0.12195121951219512,68
0.339,0.15513828016189257,0.07352941176470588,0.35714285714285715,0.12195121951219512,68
0.34,0.15519595393510816,0.07352941176470588,0.35714285714285715,0.12195121951219512,68
